Job_Type,Quantity,Color_Type (BW / Full Color),Material_Type,Requested_Deadline_Date,Order_Request_Date,Current_Queued_Jobs_Count,Active_Machines_Count,Total_Machines_Count,Available_Staff_Count,Total_Staff_Count,Delay_Risk_Level
Business Cards,976,,Canvas,2015-05-28,2015-05-21,96,5,6,9,10,Medium
Business Cards,819,,Vinyl,2021-09-26,2021-09-19,134,3,4,10,12,Medium
,,BW,Vinyl,2025-12-25,2025-12-20,130,5,7,10,12,Medium
Banners,62,BW,,2017-11-22,2017-11-20,151,5,6,11,12,Medium
,,BW,Cardboard,2021-08-02,2021-07-30,160,6,7,8,10,High
Brochures,,BW,Canvas,2019-02-15,2019-02-10,,4,5,10,11,High
Flyers,243,Full Color,Cardboard,2025-12-19,2025-12-17,56,6,8,9,11,High
Flyers,844,,Vinyl,2015-04-24,2015-04-21,165,4,5,10,12,
Banners,,BW,Vinyl,2019-09-19,2019-09-15,,5,6,9,10,Low
Brochures,395,,,2015-07-20,2015-07-15,177,5,7,10,11,Medium
Business Cards,,Full Color,Canvas,2025-04-22,2025-04-16,104,3,5,10,11,Low
Brochures,699,BW,Matte Paper,2023-01-19,2023-01-13,143,5,6,11,12,Medium
Flyers,525,Full Color,Matte Paper,2019-12-31,2019-12-27,56,4,6,12,14,Low
Brochures,375,BW,Glossy Paper,2019-05-27,2019-05-24,98,4,6,11,13,Low
Stickers,331,BW,Vinyl,2024-07-30,2024-07-26,46,4,5,10,11,Low
Posters,,BW,Cardboard,2025-10-20,2025-10-17,197,5,7,11,12,Medium
Flyers,193,BW,Canvas,2016-10-20,2016-10-16,144,4,6,9,11,
Brochures,,Full Color,Matte Paper,2020-07-09,2020-07-06,70,4,5,8,10,Low
Brochures,,Full Color,Vinyl,2021-10-05,2021-09-29,73,3,4,10,12,High
Brochures,458,,Canvas,2019-01-15,2019-01-10,176,5,6,12,14,High
Stickers,627,Full Color,Vinyl,2025-06-04,2025-05-29,165,5,7,10,11,Medium
Brochures,,Full Color,Cardboard,2021-03-27,2021-03-24,108,4,5,9,10,Medium
,,BW,Canvas,2025-11-20,2025-11-16,83,3,5,10,11,Medium
Stickers,,,Glossy Paper,2019-05-12,2019-05-11,132,5,6,8,10,High
Banners,,Full Color,Canvas,2017-05-03,2017-04-27,122,6,7,10,11,Low
Flyers,,Full Color,Glossy Paper,2015-01-19,2015-01-18,64,5,7,9,10,
Business Cards,,Full Color,Glossy Paper,2020-09-26,2020-09-21,183,6,8,8,9,Low
Stickers,315,Full Color,Cardboard,2022-03-19,2022-03-18,178,3,4,9,11,Low
,522,Full Color,Glossy Paper,2018-07-18,2018-07-13,78,7,9,10,11,Medium
Banners,,BW,Canvas,2021-11-22,2021-11-16,38,4,5,10,12,Low
,570,Full Color,Cardboard,2019-11-08,2019-11-07,194,7,9,8,10,
,704,Full Color,Cardboard,2022-08-24,2022-08-20,33,4,5,10,11,High
Posters,91,Full Color,Glossy Paper,2020-11-02,2020-10-31,0,5,6,11,13,Medium
Flyers,,Full Color,Glossy Paper,2018-03-02,2018-03-01,,4,6,12,14,High
,,,Vinyl,2022-12-27,2022-12-23,27,4,5,11,12,Medium
Brochures,273,BW,Matte Paper,2020-01-01,2019-12-28,93,6,7,8,9,Low
Brochures,503,Full Color,Canvas,2021-12-21,2021-12-19,166,5,7,9,11,High
Brochures,788,BW,,2022-11-17,2022-11-15,117,7,9,9,11,
Brochures,,,Canvas,2018-08-10,2018-08-08,54,5,6,10,11,High
Business Cards,,BW,Matte Paper,2018-02-28,2018-02-22,158,5,7,10,11,Medium
Stickers,,BW,Glossy Paper,2019-08-18,2019-08-14,46,3,4,9,11,Medium
Flyers,130,Full Color,Canvas,2025-07-04,2025-06-27,105,7,8,11,13,Low
Stickers,959,Full Color,Glossy Paper,2020-03-29,2020-03-22,127,5,7,11,13,Medium
Stickers,,BW,Canvas,2022-12-30,2022-12-26,198,5,6,10,12,Medium
Flyers,,Full Color,Glossy Paper,2015-03-27,2015-03-21,176,5,6,10,11,Medium
Brochures,,BW,Glossy Paper,2022-11-02,2022-10-30,170,5,6,10,12,
Business Cards,,Full Color,Vinyl,2018-08-24,2018-08-21,161,6,7,10,12,
Business Cards,568,Full Color,Glossy Paper,2018-10-05,2018-09-29,45,4,5,11,13,Low
Brochures,,Full Color,Matte Paper,2018-01-21,2018-01-19,63,4,6,9,11,
Stickers,129,Full Color,Glossy Paper,2022-12-26,2022-12-19,30,4,6,10,11,High
Posters,,Full Color,Matte Paper,2024-04-29,2024-04-28,,6,7,8,9,Medium
Business Cards,612,Full Color,Cardboard,2023-05-20,2023-05-18,62,3,5,10,11,High
Banners,,Full Color,Canvas,2016-02-07,2016-02-03,49,3,5,10,11,High
Banners,,BW,Canvas,2017-04-04,2017-03-31,105,4,6,8,10,Low
Flyers,,BW,Glossy Paper,2021-12-04,2021-11-29,182,5,7,8,9,Low
Brochures,973,Full Color,Vinyl,2017-05-01,2017-04-24,,5,6,8,9,Low
Stickers,119,Full Color,Glossy Paper,2023-08-27,2023-08-26,29,3,5,9,11,
Brochures,,BW,Glossy Paper,2022-04-14,2022-04-07,24,7,9,10,12,High
Stickers,,BW,Vinyl,2025-09-05,2025-09-04,155,7,9,12,14,Medium
Stickers,,Full Color,Matte Paper,2018-07-02,2018-06-30,187,4,6,9,11,Low
Posters,,Full Color,Canvas,2023-08-02,2023-07-27,68,5,7,8,10,Medium
Business Cards,202,Full Color,Glossy Paper,2018-11-30,2018-11-23,71,5,7,10,11,
Flyers,885,BW,Vinyl,2022-01-17,2022-01-16,163,4,5,8,9,Medium
Stickers,,BW,Matte Paper,2024-07-27,2024-07-20,98,4,6,8,9,High
Business Cards,378,BW,Canvas,2019-07-26,2019-07-25,36,5,7,10,12,High
Flyers,,Full Color,Matte Paper,2024-04-29,2024-04-23,137,5,7,11,13,Medium
Banners,,BW,Glossy Paper,2024-10-26,2024-10-22,96,4,6,11,12,High
Flyers,,Full Color,Matte Paper,2017-06-12,2017-06-11,155,6,7,8,9,High
Business Cards,,BW,,2017-09-17,2017-09-10,199,5,6,8,10,Low
Flyers,,Full Color,Vinyl,2020-05-16,2020-05-09,63,5,7,10,12,Medium
Business Cards,,BW,Canvas,2015-01-21,2015-01-20,116,4,6,9,10,High
Brochures,436,Full Color,Vinyl,2020-05-28,2020-05-27,159,5,7,10,12,High
Business Cards,402,BW,Glossy Paper,2024-05-14,2024-05-10,132,4,6,10,11,Low
Business Cards,896,BW,Cardboard,2021-10-30,2021-10-27,53,5,6,8,9,Low
,,BW,Glossy Paper,2021-08-17,2021-08-12,21,6,8,9,10,Low
Flyers,282,Full Color,Glossy Paper,2019-07-04,2019-07-01,103,6,7,11,12,High
Business Cards,847,Full Color,Matte Paper,2020-02-28,2020-02-27,,4,5,10,11,Low
Flyers,,BW,Cardboard,2025-06-25,2025-06-19,124,5,7,11,13,Medium
Stickers,624,BW,Cardboard,2019-09-16,2019-09-13,16,6,8,10,11,Low
Brochures,,BW,Glossy Paper,2017-05-03,2017-04-27,,5,6,10,11,Low
Business Cards,,Full Color,Matte Paper,2023-05-09,2023-05-03,,3,5,9,11,High
Stickers,,Full Color,Matte Paper,2016-07-25,2016-07-18,195,5,6,10,12,
Brochures,,BW,Matte Paper,2018-06-18,2018-06-17,74,3,5,11,13,Low
Banners,,Full Color,Glossy Paper,2018-08-05,2018-08-03,53,6,8,8,10,Medium
Brochures,,Full Color,Vinyl,2024-07-02,2024-06-28,56,5,7,9,10,High
Business Cards,902,BW,Cardboard,2022-01-13,2022-01-09,173,4,6,10,11,High
Brochures,958,Full Color,Canvas,2022-09-26,2022-09-23,64,3,4,10,11,Low
Flyers,767,,Vinyl,2020-03-03,2020-03-02,,4,6,10,11,Low
Posters,,BW,Vinyl,2016-07-02,2016-06-28,71,6,8,10,12,Low
Business Cards,,Full Color,Cardboard,2021-06-09,2021-06-08,30,3,5,10,12,Medium
Business Cards,581,Full Color,Glossy Paper,2019-09-08,2019-09-04,1,5,6,10,12,High
Brochures,382,BW,Glossy Paper,2024-06-15,2024-06-08,161,6,8,10,11,Low
Brochures,,BW,,2021-12-03,2021-11-30,66,4,5,8,10,
Business Cards,76,Full Color,Cardboard,2016-07-18,2016-07-12,133,5,6,9,10,Low
Flyers,733,Full Color,Matte Paper,2019-02-26,2019-02-21,88,5,7,10,11,High
Stickers,493,Full Color,Matte Paper,2015-09-21,2015-09-15,71,5,6,10,12,Medium
Stickers,941,Full Color,Cardboard,2017-12-13,2017-12-06,188,4,6,11,13,Low
Business Cards,,Full Color,,2026-01-24,2026-01-21,180,3,5,10,11,Medium
Posters,,BW,Matte Paper,2020-06-30,2020-06-27,,5,7,10,12,High
Business Cards,,Full Color,Matte Paper,2026-01-10,2026-01-05,31,6,7,9,10,Medium
Business Cards,,BW,Canvas,2022-03-20,2022-03-19,10,3,4,10,12,High
Banners,226,BW,Matte Paper,2022-01-16,2022-01-13,112,4,5,8,9,
Business Cards,,Full Color,,2017-03-12,2017-03-11,,4,6,10,11,Medium
Banners,,BW,Glossy Paper,2025-04-12,2025-04-06,160,6,8,8,10,High
Posters,,Full Color,Canvas,2022-09-30,2022-09-24,71,4,5,8,9,Medium
Posters,,Full Color,Vinyl,2025-11-19,2025-11-18,18,6,7,10,12,Low
Banners,,BW,Vinyl,2015-11-25,2015-11-23,199,3,5,8,10,Medium
Banners,,Full Color,Cardboard,2024-03-29,2024-03-22,188,6,7,10,12,High
Stickers,195,,Canvas,2020-07-18,2020-07-12,5,5,7,10,12,High
Business Cards,679,Full Color,,2025-07-20,2025-07-13,19,5,7,11,13,High
Flyers,157,Full Color,Vinyl,2021-01-06,2021-01-02,174,4,5,8,10,Low
,,Full Color,Vinyl,2018-04-14,2018-04-09,92,6,8,8,10,Medium
Stickers,,BW,,2018-09-20,2018-09-19,86,4,6,11,12,Medium
Stickers,657,Full Color,Vinyl,2019-04-04,2019-03-30,150,3,4,9,10,Medium
Brochures,,,Cardboard,2025-11-01,2025-10-27,,4,5,11,12,Low
Flyers,,Full Color,Matte Paper,2016-07-25,2016-07-22,18,6,7,9,11,Medium
Posters,,Full Color,Glossy Paper,2024-03-30,2024-03-27,26,6,8,10,11,Medium
Flyers,,Full Color,Glossy Paper,2015-12-15,2015-12-13,17,5,7,8,10,Low
Flyers,,Full Color,Glossy Paper,2025-04-16,2025-04-11,91,5,6,10,12,Low
,,Full Color,Canvas,2023-04-30,2023-04-24,103,3,5,11,13,Low
Brochures,533,,Canvas,2021-01-29,2021-01-27,127,6,7,10,11,Medium
Flyers,828,Full Color,,2024-11-26,2024-11-24,27,6,8,10,11,Medium
Brochures,,BW,Vinyl,2025-09-24,2025-09-18,31,5,7,9,11,High
Business Cards,401,Full Color,Canvas,2024-02-04,2024-01-29,126,5,7,11,12,Medium
Business Cards,349,BW,Canvas,2023-02-01,2023-01-29,192,7,9,10,11,Medium
Business Cards,,Full Color,Canvas,2015-10-22,2015-10-17,197,6,8,8,9,
Flyers,613,BW,,2025-10-02,2025-09-25,41,5,6,8,9,Medium
Business Cards,,BW,Matte Paper,2018-09-04,2018-08-30,119,4,5,8,10,Low
Business Cards,537,Full Color,Matte Paper,2018-12-14,2018-12-09,109,5,7,8,9,Low
Business Cards,577,BW,Cardboard,2015-02-15,2015-02-14,72,5,6,11,13,Medium
Stickers,,Full Color,,2021-07-15,2021-07-08,,4,5,9,10,Medium
Business Cards,,Full Color,,2015-07-20,2015-07-19,153,4,6,9,10,Medium
Stickers,533,Full Color,Glossy Paper,2015-11-26,2015-11-25,47,5,7,10,11,High
Flyers,501,Full Color,Cardboard,2017-03-12,2017-03-08,120,5,7,10,12,Low
Business Cards,,BW,Glossy Paper,2022-03-21,2022-03-15,156,5,6,9,10,High
Banners,,Full Color,Matte Paper,2024-05-24,2024-05-23,154,4,5,8,10,Medium
Brochures,,BW,Cardboard,2020-04-14,2020-04-08,169,6,7,8,9,Medium
Flyers,,BW,Canvas,2021-08-05,2021-08-04,89,5,7,10,11,Low
Flyers,66,BW,Canvas,2021-08-31,2021-08-29,199,3,5,9,10,Low
,528,Full Color,Vinyl,2024-01-08,2024-01-07,39,4,6,11,13,Medium
Stickers,535,Full Color,Matte Paper,2025-04-11,2025-04-04,142,6,8,10,12,Medium
Brochures,387,Full Color,Canvas,2020-10-25,2020-10-20,51,6,8,10,11,Low
Banners,,Full Color,Vinyl,2015-05-13,2015-05-07,181,4,5,11,12,Medium
Business Cards,,Full Color,Canvas,2019-06-16,2019-06-09,125,6,7,10,12,High
Business Cards,200,Full Color,Canvas,2024-02-09,2024-02-02,58,3,4,10,12,Medium
Posters,,BW,Vinyl,2018-08-30,2018-08-28,,7,9,9,11,Low
Business Cards,,BW,Glossy Paper,2015-10-14,2015-10-10,23,4,6,10,11,Low
Business Cards,,Full Color,Cardboard,2020-10-24,2020-10-22,132,3,4,9,11,High
Stickers,691,BW,Vinyl,2021-07-27,2021-07-22,102,5,6,10,12,High
Flyers,,Full Color,,2021-07-04,2021-06-29,128,4,6,10,12,Medium
Brochures,,BW,Canvas,2018-11-28,2018-11-21,148,5,6,10,11,Low
Banners,,Full Color,Canvas,2015-12-08,2015-12-07,52,6,8,11,12,Medium
Posters,,BW,Vinyl,2024-05-24,2024-05-17,57,6,7,10,12,Medium
,,Full Color,Glossy Paper,2017-06-12,2017-06-10,13,5,6,9,11,Medium
Flyers,,BW,Vinyl,2016-04-13,2016-04-06,141,5,6,10,12,Low
Brochures,811,BW,Matte Paper,2018-08-10,2018-08-09,67,3,4,11,13,Medium
,,Full Color,Cardboard,2017-01-08,2017-01-02,,3,5,10,12,Medium
Brochures,785,Full Color,Matte Paper,2015-06-18,2015-06-11,130,5,7,9,11,Medium
Flyers,389,Full Color,Matte Paper,2021-11-07,2021-10-31,88,3,5,12,14,Medium
Business Cards,754,Full Color,Vinyl,2019-01-25,2019-01-18,16,5,6,9,10,Low
Brochures,602,BW,Vinyl,2021-05-06,2021-05-01,40,5,7,12,13,Medium
Banners,,Full Color,Matte Paper,2015-05-14,2015-05-12,111,4,5,9,11,
Flyers,910,BW,Canvas,2020-12-09,2020-12-07,110,5,7,12,13,Medium
Brochures,340,Full Color,Vinyl,2018-05-31,2018-05-27,3,4,5,8,9,Medium
Stickers,,,Matte Paper,2016-11-03,2016-11-02,33,5,7,10,12,Low
Brochures,679,,Matte Paper,2024-03-26,2024-03-25,127,6,8,10,11,Medium
Business Cards,524,Full Color,Glossy Paper,2018-06-20,2018-06-15,,5,6,10,11,Low
Brochures,,Full Color,Matte Paper,2020-07-08,2020-07-03,38,3,5,11,13,High
Banners,,BW,Vinyl,2025-01-02,2024-12-29,112,5,6,10,11,Low
Brochures,883,Full Color,Vinyl,2015-07-10,2015-07-06,104,4,5,8,10,Medium
Flyers,406,BW,Matte Paper,2024-12-15,2024-12-11,128,5,6,9,11,Low
Banners,,Full Color,Vinyl,2019-07-04,2019-07-01,176,5,7,10,11,Medium
Brochures,980,Full Color,Glossy Paper,2018-04-20,2018-04-16,85,5,7,10,12,Medium
Brochures,,BW,Vinyl,2020-09-21,2020-09-19,175,6,8,9,10,Low
Flyers,,Full Color,Matte Paper,2022-09-10,2022-09-05,84,5,7,9,10,Low
Flyers,,BW,Canvas,2025-10-24,2025-10-23,128,3,5,10,11,High
Stickers,137,Full Color,,2024-10-21,2024-10-15,3,4,5,10,11,Medium
Banners,,BW,Canvas,2020-11-01,2020-10-26,90,6,8,11,13,
Banners,,Full Color,Glossy Paper,2020-01-28,2020-01-21,43,3,5,8,10,Medium
Flyers,,Full Color,Cardboard,2023-12-18,2023-12-12,162,5,7,11,12,Medium
Stickers,,Full Color,Glossy Paper,2022-11-22,2022-11-20,195,5,6,11,13,High
Flyers,53,Full Color,Glossy Paper,2023-01-16,2023-01-12,37,5,6,8,10,Medium
Business Cards,76,Full Color,Glossy Paper,2023-07-12,2023-07-11,90,6,7,10,12,Medium
Brochures,121,BW,Matte Paper,2026-01-15,2026-01-10,65,5,6,10,12,Low
Business Cards,626,BW,,2021-03-08,2021-03-06,42,5,7,10,12,High
Flyers,,Full Color,Vinyl,2017-07-23,2017-07-20,40,6,7,10,12,Low
Posters,223,BW,Glossy Paper,2025-01-11,2025-01-04,102,5,7,10,11,Medium
Brochures,,Full Color,Cardboard,2022-05-19,2022-05-18,21,5,7,9,10,
Brochures,,,Glossy Paper,2018-07-13,2018-07-11,7,5,7,8,10,Medium
Stickers,,,Cardboard,2016-12-17,2016-12-16,116,5,6,9,10,High
Posters,,Full Color,Glossy Paper,2016-07-02,2016-06-26,68,6,8,10,12,Medium
Business Cards,,Full Color,Matte Paper,2019-07-25,2019-07-21,184,4,5,9,11,Medium
Flyers,,Full Color,Vinyl,2021-02-20,2021-02-19,190,4,5,11,13,High
Stickers,504,BW,Cardboard,2017-11-20,2017-11-16,,6,7,10,11,Medium
Business Cards,687,Full Color,Cardboard,2016-10-14,2016-10-08,119,5,6,10,11,
Business Cards,538,BW,Cardboard,2023-03-26,2023-03-21,149,4,5,11,12,Low
Flyers,930,Full Color,Canvas,2023-06-14,2023-06-12,178,5,6,9,10,Medium
,484,BW,Canvas,2025-02-05,2025-01-31,32,7,8,9,10,Medium
Flyers,,BW,Matte Paper,2020-09-28,2020-09-27,101,6,8,12,14,High
Business Cards,273,Full Color,Glossy Paper,2023-09-04,2023-09-01,43,5,6,10,11,Low
Stickers,,BW,Matte Paper,2019-08-15,2019-08-08,69,4,6,9,10,
,,Full Color,Glossy Paper,2018-11-06,2018-11-03,52,6,7,9,10,Low
Stickers,,BW,Glossy Paper,2022-06-16,2022-06-14,2,5,7,11,13,Low
Brochures,259,BW,Matte Paper,2022-01-13,2022-01-07,77,6,8,10,11,Medium
Flyers,,BW,Cardboard,2024-11-26,2024-11-21,94,4,6,8,9,Low
Flyers,,BW,Cardboard,2015-07-28,2015-07-22,43,3,5,11,13,Medium
Posters,,Full Color,Glossy Paper,2016-08-17,2016-08-11,124,5,6,10,11,Medium
Brochures,378,Full Color,Cardboard,2023-03-27,2023-03-24,138,4,6,12,13,Medium
,245,Full Color,,2018-09-11,2018-09-07,52,5,6,9,11,Low
,297,BW,Vinyl,2019-07-03,2019-07-01,23,7,8,10,12,Low
,,BW,Matte Paper,2024-06-28,2024-06-22,83,5,6,9,10,High
Stickers,785,BW,Glossy Paper,2016-06-16,2016-06-15,196,6,8,10,12,Medium
Business Cards,498,Full Color,Matte Paper,2021-09-01,2021-08-27,148,5,6,9,10,High
,663,Full Color,,2017-11-02,2017-11-01,,6,8,9,10,Medium
Stickers,926,Full Color,Glossy Paper,2019-06-10,2019-06-06,51,6,7,9,10,High
Business Cards,410,Full Color,Canvas,2025-03-08,2025-03-05,46,5,7,9,10,Low
Posters,,Full Color,Canvas,2017-12-16,2017-12-12,94,5,6,12,13,Medium
Brochures,116,BW,,2015-07-29,2015-07-25,25,5,7,8,9,Low
Brochures,192,Full Color,Matte Paper,2023-02-12,2023-02-10,125,5,7,10,11,Medium
Business Cards,,Full Color,Cardboard,2017-07-02,2017-07-01,55,4,5,10,11,Low
Brochures,,BW,Cardboard,2023-05-14,2023-05-08,70,6,7,10,11,Medium
Flyers,,Full Color,Vinyl,2024-10-05,2024-10-01,128,7,9,11,12,Medium
,152,BW,Vinyl,2015-12-13,2015-12-10,124,5,7,11,13,Medium
Business Cards,631,Full Color,Vinyl,2020-04-17,2020-04-16,141,5,7,12,14,High
Flyers,,BW,Cardboard,2024-11-08,2024-11-07,186,5,7,11,13,
Stickers,622,Full Color,Matte Paper,2022-01-25,2022-01-18,,5,7,11,12,Medium
Brochures,,BW,Matte Paper,2020-03-20,2020-03-13,51,5,7,10,12,Medium
Stickers,726,BW,Canvas,2024-11-06,2024-11-02,169,6,7,10,11,Low
Business Cards,,Full Color,Matte Paper,2015-07-19,2015-07-18,158,5,6,10,12,Medium
Banners,,Full Color,Vinyl,2022-09-24,2022-09-23,49,3,5,9,10,Medium
Stickers,962,Full Color,Vinyl,2016-04-23,2016-04-18,190,6,7,9,11,Low
Banners,,Full Color,Cardboard,2017-02-08,2017-02-03,177,5,7,9,11,Medium
,151,BW,Cardboard,2016-08-21,2016-08-14,,6,7,9,10,Medium
Posters,,BW,,2020-01-27,2020-01-23,9,3,5,10,12,Low
Brochures,454,Full Color,Vinyl,2023-05-06,2023-04-30,194,3,5,9,11,High
,,BW,Cardboard,2024-10-09,2024-10-05,122,6,7,10,11,Medium
Business Cards,,Full Color,Vinyl,2022-11-15,2022-11-11,53,3,4,11,12,Medium
Business Cards,729,BW,Matte Paper,2023-12-22,2023-12-15,144,6,7,10,11,Low
Flyers,797,Full Color,Matte Paper,2025-12-25,2025-12-21,4,6,8,9,11,Medium
Posters,,Full Color,Matte Paper,2025-12-27,2025-12-24,156,5,6,9,11,Low
Banners,,Full Color,Vinyl,2017-06-13,2017-06-09,71,3,5,11,13,Low
Brochures,,BW,,2025-07-17,2025-07-15,162,5,6,11,12,Medium
Flyers,,BW,Canvas,2019-07-19,2019-07-13,43,6,7,11,12,Medium
Flyers,,,Vinyl,2017-04-14,2017-04-12,,5,6,9,10,
Business Cards,,Full Color,Glossy Paper,2017-10-21,2017-10-18,55,5,7,9,11,High
Stickers,342,Full Color,Glossy Paper,2024-07-26,2024-07-24,5,5,7,12,14,Medium
Stickers,,,Canvas,2019-03-03,2019-02-24,102,3,4,9,11,
Brochures,77,Full Color,Canvas,2015-10-23,2015-10-16,164,6,8,8,10,Medium
Flyers,315,BW,Canvas,2017-12-13,2017-12-12,174,6,8,9,10,Medium
Brochures,,Full Color,,2018-10-08,2018-10-03,188,7,8,12,14,Low
Flyers,860,Full Color,Vinyl,2017-04-21,2017-04-18,160,5,6,10,12,Medium
Business Cards,660,,Matte Paper,2023-02-09,2023-02-07,117,6,7,11,13,Medium
Flyers,252,BW,Canvas,2021-03-17,2021-03-15,144,4,5,8,9,Medium
Business Cards,451,Full Color,Vinyl,2024-12-04,2024-12-01,38,5,7,11,13,Medium
Stickers,,Full Color,Matte Paper,2019-11-02,2019-10-26,16,5,6,8,10,
Posters,228,BW,Canvas,2019-11-09,2019-11-05,181,6,8,9,10,Medium
Flyers,,BW,,2016-12-06,2016-12-05,153,6,7,10,11,Low
Posters,,Full Color,Canvas,2016-08-20,2016-08-19,172,6,7,10,12,Medium
Business Cards,,,Matte Paper,2025-06-28,2025-06-23,,6,7,10,11,Medium
Stickers,,BW,Vinyl,2016-11-17,2016-11-15,181,6,7,12,14,Medium
Posters,,BW,Vinyl,2017-11-27,2017-11-26,99,3,4,8,9,High
Business Cards,456,,Glossy Paper,2019-07-30,2019-07-23,,6,7,9,11,Medium
Stickers,115,Full Color,Matte Paper,2015-11-17,2015-11-15,198,5,7,10,11,Medium
Stickers,277,BW,Cardboard,2018-12-09,2018-12-06,12,4,6,11,13,Medium
Brochures,563,Full Color,Canvas,2019-08-26,2019-08-22,28,3,5,11,12,High
Brochures,,BW,Vinyl,2020-06-12,2020-06-11,125,5,7,10,11,High
Brochures,,Full Color,Matte Paper,2017-01-03,2016-12-29,81,4,6,10,12,Medium
Brochures,,Full Color,Glossy Paper,2019-02-21,2019-02-19,167,5,7,9,10,Medium
Stickers,264,BW,Cardboard,2018-10-08,2018-10-07,197,5,7,8,10,Low
Flyers,398,Full Color,Vinyl,2022-05-08,2022-05-06,,6,7,10,11,High
Flyers,52,BW,Matte Paper,2025-08-25,2025-08-22,153,6,8,11,13,Medium
Flyers,,Full Color,Matte Paper,2018-03-01,2018-02-28,157,5,6,10,11,High
Business Cards,898,,Glossy Paper,2016-01-10,2016-01-05,1,4,6,10,12,Medium
Stickers,255,Full Color,Canvas,2024-01-13,2024-01-09,48,4,6,10,12,
Business Cards,570,BW,Glossy Paper,2016-09-06,2016-09-02,8,4,5,10,12,Medium
Flyers,,Full Color,Glossy Paper,2024-09-28,2024-09-26,37,3,4,11,13,Low
Brochures,,BW,Glossy Paper,2018-05-09,2018-05-05,12,7,8,10,12,Medium
Business Cards,,Full Color,Canvas,2020-03-03,2020-02-27,30,5,6,8,10,Low
,,,Vinyl,2025-07-18,2025-07-14,135,3,4,11,13,Medium
Brochures,,BW,Glossy Paper,2016-12-23,2016-12-20,,4,6,10,12,Medium
Stickers,,BW,Canvas,2018-01-17,2018-01-10,141,5,6,10,12,
Business Cards,771,BW,Vinyl,2025-04-28,2025-04-27,177,5,6,11,12,Low
Brochures,973,Full Color,Cardboard,2023-06-08,2023-06-07,98,3,4,9,10,High
Brochures,885,BW,Glossy Paper,2018-03-22,2018-03-18,169,7,9,10,12,Medium
Stickers,,Full Color,,2025-05-29,2025-05-27,22,4,5,10,12,Low
Banners,171,Full Color,Glossy Paper,2019-10-25,2019-10-20,139,3,4,9,10,
Business Cards,,Full Color,Canvas,2024-09-10,2024-09-03,188,3,4,11,12,Medium
Flyers,214,BW,Vinyl,2023-02-22,2023-02-20,161,5,7,10,12,
Brochures,832,Full Color,,2024-02-19,2024-02-13,28,3,4,10,11,High
Flyers,190,BW,Canvas,2015-12-29,2015-12-22,142,3,5,11,12,High
Flyers,769,BW,Cardboard,2018-12-13,2018-12-10,10,4,6,9,11,Medium
Stickers,60,Full Color,Matte Paper,2024-02-07,2024-02-04,2,5,6,10,11,Medium
,,Full Color,Vinyl,2020-02-18,2020-02-14,38,3,5,11,13,Medium
Brochures,,Full Color,Canvas,2018-02-25,2018-02-19,,4,6,11,12,High
Flyers,,BW,Vinyl,2025-03-19,2025-03-18,92,5,7,10,11,Medium
Business Cards,123,BW,Canvas,2015-05-11,2015-05-05,143,4,6,10,11,Medium
Flyers,300,BW,Cardboard,2017-02-20,2017-02-13,49,5,7,8,10,Low
Flyers,712,Full Color,Matte Paper,2023-01-01,2022-12-30,66,3,5,11,13,Medium
Business Cards,,Full Color,Matte Paper,2020-01-08,2020-01-06,39,3,4,10,11,Low
Stickers,718,Full Color,Glossy Paper,2018-04-03,2018-03-28,22,5,7,10,11,
Posters,210,Full Color,Glossy Paper,2020-01-19,2020-01-18,49,4,6,8,9,Low
Posters,67,Full Color,Vinyl,2022-10-23,2022-10-17,186,3,4,10,12,High
Brochures,,BW,Vinyl,2024-02-19,2024-02-17,149,5,7,8,9,Low
Business Cards,,BW,Canvas,2023-02-08,2023-02-07,145,6,7,11,12,Low
Business Cards,965,,Matte Paper,2023-05-08,2023-05-02,133,5,6,11,12,
Brochures,475,BW,Matte Paper,2019-06-20,2019-06-15,79,6,8,9,10,
Stickers,218,Full Color,Glossy Paper,2022-05-09,2022-05-08,115,6,8,10,11,High
,,BW,Canvas,2026-01-15,2026-01-11,,7,9,10,11,High
Flyers,727,BW,Cardboard,2018-10-12,2018-10-10,81,6,7,11,12,Low
Flyers,263,Full Color,Cardboard,2023-12-31,2023-12-30,,5,7,11,12,High
Stickers,,Full Color,Canvas,2015-07-06,2015-06-29,81,4,5,12,14,Medium
Posters,,Full Color,Vinyl,2019-09-07,2019-09-04,64,4,6,9,11,High
Posters,,Full Color,Glossy Paper,2021-06-29,2021-06-22,,5,7,8,10,
Stickers,,BW,Glossy Paper,2015-08-24,2015-08-20,79,7,9,10,11,High
Business Cards,927,BW,Cardboard,2019-12-22,2019-12-18,129,5,6,11,13,Medium
Banners,,BW,Matte Paper,2018-08-24,2018-08-19,159,5,6,9,11,Low
Brochures,,Full Color,Glossy Paper,2016-07-17,2016-07-14,78,5,7,9,10,Medium
Business Cards,817,Full Color,Glossy Paper,2015-09-10,2015-09-05,43,5,6,11,13,Medium
Flyers,794,BW,Cardboard,2018-08-06,2018-08-03,19,5,7,11,12,Medium
,336,BW,Vinyl,2020-09-14,2020-09-10,94,5,6,9,10,High
Business Cards,53,Full Color,Canvas,2025-04-03,2025-03-30,106,4,5,11,12,Medium
Brochures,461,BW,Glossy Paper,2016-01-18,2016-01-16,129,5,7,8,9,Low
